video_id,title,root,package_id,topic_count,segment_count,video_url,topic_tags
Heme_SH_Plasma_Cell,Heme SH Plasma Cell,Heme,heme_sh_plasma_cell_v0_1,3,8,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Plasma_Cell.mp4,Heme::Plasma_Cell_Neoplasm::Monoclonal_Gammopathy::IgM_MGUS | Heme::Plasma_Cell_Neoplasm::Deposition_Disease::Immunoglobulin_Related_Amyloidosis_AL | Heme::Plasma_Cell_Neoplasm::Plasma_Cell_Myeloma
Heme_SH_PT_LPD,Heme SH PT LPD,Heme,heme_sh_pt_lpd_v0_1,2,16,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_PT_LPD.mp4,Heme::Immune_Deficiency_Associated::Polymorphic_Lymphoproliferative_Disorder | Heme::Immune_Deficiency_Associated::Post_Transplant_Lymphoproliferative_Disorder_PTLD
Heme_SH_Reactive_Lymphoid_Hyperplasia,Heme SH Reactive Lymphoid Hyperplasia,Heme,heme_sh_reactive_lymphoid_hyperplasia_v0_1,2,5,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Reactive_Lymphoid_Hyperplasia.mp4,Heme::Tumor_Like_T_Cell::Kikuchi_Fujimoto_Disease | Heme::Non_Neoplastic::Spleen::Lymphoid_Hyperplasia
Heme_SH_Small_B_Cell_1_of_2,Heme SH Small B Cell 1 of 2,Heme,heme_sh_small_b_cell_1_of_2_v0_1,7,14,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Small_B_Cell_1_of_2.mp4,Heme::Mature_B_Cell::Follicular::Duodenal_Type_Follicular_Lymphoma | Heme::Mature_B_Cell::Large_B_Cell::High_Grade_B_Cell_Lymphoma_NOS | Heme::Mature_B_Cell::Follicular::In_Situ_Follicular_B_Cell_Neoplasm | Heme::Mature_B_Cell::Large_B_Cell::Large_B_Cell_Lymphoma_With_IRF4_Rearrangement | Heme::Mature_B_Cell::Follicular::Pediatric_Type_Follicular_Lymphoma | Heme::Mature_B_Cell::Follicular::Primary_Cutaneous_Follicle_Center_Lymphoma | Heme::Mature_B_Cell::Large_B_Cell::Primary_Large_B_Cell_Lymphoma_Of_Immune_Privileged_Sites
Heme_SH_Small_B_Cell_2_of_2,Heme SH Small B Cell 2 of 2,Heme,heme_sh_small_b_cell_2_of_2_v0_1,6,11,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Small_B_Cell_2_of_2.mp4,Heme::Mature_B_Cell::Large_B_Cell::ALK_Positive_Large_B_Cell_Lymphoma | Heme::Mature_B_Cell::Marginal_Zone::Extranodal_Marginal_Zone_Lymphoma_Of_MALT | Heme::Mature_B_Cell::Splenic::Hairy_Cell_Leukemia | Heme::Mature_B_Cell::Marginal_Zone::Pediatric_Nodal_Marginal_Zone_Lymphoma | Heme::Mature_B_Cell::Large_B_Cell::Plasmablastic_Lymphoma | Heme::Mature_B_Cell::Splenic::Splenic_Marginal_Zone_Lymphoma
Heme_SH_Spleen,Heme SH Spleen,Heme,heme_sh_spleen_v0_1,4,15,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Spleen.mp4,Heme::Stroma_Derived::Splenic_Vascular::Littoral_Cell_Angioma | Heme::Mature_B_Cell::Splenic::Splenic_B_Cell_Lymphoma_Leukemia_With_Prominent_Nucleoli | Heme::Non_Neoplastic::Spleen::Splenic_Cyst | Heme::Mature_B_Cell::Splenic::Splenic_Diffuse_Red_Pulp_Small_B_Cell_Lymphoma
YT_Skin_B_Cell_Lymphoma_Cassarino,YT Skin B Cell Lymphoma Cassarino,Skin,yt_skin_b_cell_lymphoma_cassarino_v0_1,7,14,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_B_Cell_Lymphoma_Cassarino.mp4,Skin::Neoplastic::Hematolymphoid::Aggressive_Epidermotropic_CD8_Positive_T_Cell_Lymphoma | Skin::Neoplastic::Hematolymphoid::Diffuse_Large_B_Cell_Lymphoma_Leg_Type | Skin::Neoplastic::Hematolymphoid::Follicle_Center_Cell_Lymphoma | Skin::Neoplastic::Hematolymphoid::Primary_Cutaneous_CD4_Positive_Small_Medium_T_Cell_Lymphoproliferative_Disorder | Skin::Neoplastic::Hematolymphoid::Primary_Cutaneous_Follicle_Center_Lymphoma | Skin::Neoplastic::Hematolymphoid::Primary_Cutaneous_Marginal_Zone_Lymphoma | Skin::Neoplastic::Hematolymphoid::Reactive_B_Cell_Rich_Lymphoid_Proliferation
YT_Skin_Blistering_Fung,YT Skin Blistering Fung,Skin,yt_skin_blistering_fung_v0_1,13,16,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Blistering_Fung.mp4,Skin::Inflammatory::Blistering::Drug_Induced_Bullous_Pemphigoid | Skin::Inflammatory::Blistering::Epidermolysis_Bullosa_Acquisita | Skin::Inflammatory::Blistering::Friction_Blister | Skin::Inflammatory::Blistering::Grover_Disease_Transient_Acantholytic | Skin::Congenital_Structural::Genodermatosis::Hailey_Hailey_Disease_Familial_Pemphigus | Skin::Infectious::Viral::Herpes_Zoster_Varicella_VZV | Skin::Inflammatory::Blistering::Linear_IgA_Bullous_Dermatosis | Skin::Inflammatory::Blistering::Paraneoplastic_Pemphigus | Skin::Inflammatory::Blistering::Pemphigoid_Gestationis | Skin::Inflammatory::Blistering::Pemphigus_Foliaceus | Skin::Inflammatory::Blistering::Pemphigus_Vegetans | Skin::Inflammatory::Blistering::Pemphigus_Vulgaris | Skin::Inflammatory::Blistering::Subcorneal_Pustular_Dermatosis_Sneddon_Wilkinson
YT_Skin_Common_Disorders_Fung,YT Skin Common Disorders Fung,Skin,yt_skin_common_disorders_fung_v0_1,5,5,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Common_Disorders_Fung.mp4,Skin::Neoplastic::Epidermal::Precursor::Bowen_Disease_SCC_In_Situ | Skin::Neoplastic::Epidermal::Malignant::Keratoacanthoma | Skin::Inflammatory::Interface::Lichen_Planus | Skin::Epidermal_Neoplasm::Basal_Cell_Carcinoma::Nodular_Basal_Cell_Carcinoma | Skin::Normal_Histology::Overview
YT_Skin_Granulomatous_Dermatitis_Fung,YT Skin Granulomatous Dermatitis Fung,Skin,yt_skin_granulomatous_dermatitis_fung_v0_1,9,17,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Granulomatous_Dermatitis_Fung.mp4,Skin::Inflammatory::Granulomatous::Actinic_Granuloma_Annular_Elastolytic | Skin::Inflammatory::Granulomatous::Granuloma_Annulare | Skin::Inflammatory::Granulomatous::Granulomatous_Dermatitis_Overview | Skin::Inflammatory::Granulomatous::Interstitial_Granulomatous_Drug_Reaction | Skin::Inflammatory::Granulomatous::Necrobiosis_Lipoidica | Skin::Inflammatory::Granulomatous::Necrobiotic_Xanthogranuloma | Skin::Inflammatory::Granulomatous::Palisaded_Neutrophilic_Granulomatous_Dermatitis | Skin::Inflammatory::Adnexal::Rosacea_Granulomatous | Skin::Inflammatory::Granulomatous::Sarcoidosis_Cutaneous
YT_Skin_IHC_Fung,YT Skin IHC Fung,Skin,yt_skin_ihc_fung_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_IHC_Fung.mp4,Skin::Neoplastic::Hematolymphoid::Aggressive_Epidermotropic_CD8_Positive_T_Cell_Lymphoma
YT_Skin_Interface_Dermatitis_Fung,YT Skin Interface Dermatitis Fung,Skin,yt_skin_interface_dermatitis_fung_v0_1,8,15,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Interface_Dermatitis_Fung.mp4,Skin::Inflammatory::Drug_Eruption::Fixed_Drug_Eruption | Skin::Inflammatory::Interface::Interface_Dermatitis_Overview | Skin::Inflammatory::Interface::Lichen_Nitidus | Skin::Inflammatory::Interface::Lupus_Erythematosus_Discoid_DLE | Skin::Inflammatory::Interface::Lupus_Erythematosus_Subacute_Cutaneous_SCLE | Skin::Inflammatory::Vasculitis::Pigmented_Purpuric_Dermatosis_Capillaritis | Skin::Inflammatory::Interface::Pityriasis_Lichenoides_PLEVA_PLC | Skin::Inflammatory::Blistering::Stevens_Johnson_Syndrome_Toxic_Epidermal_Necrolysis
YT_Skin_Intro_Fung,YT Skin Intro Fung,Skin,yt_skin_intro_fung_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Intro_Fung.mp4,Skin::Neoplastic::Melanocytic::Benign::Unna_Nevus
YT_Skin_Melanocytic_Fung,YT Skin Melanocytic Fung,Skin,yt_skin_melanocytic_fung_v0_1,9,12,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Melanocytic_Fung.mp4,Skin::Neoplastic::Melanocytic::Intermediate::BAPoma_BAP1_Inactivated_Nevus | Skin::Neoplastic::Melanocytic::Benign::Dysplastic_Nevus | Skin::Neoplastic::Melanocytic::Malignant::Melanoma_Acral_Lentiginous | Skin::Neoplastic::Melanocytic::Malignant::Melanoma_Desmoplastic | Skin::Neoplastic::Melanocytic::In_Situ::Melanoma_In_Situ_NOS | Skin::Melanocytic::Spitz::Pigmented_Spindle_Cell_Nevus | Skin::Melanocytic::Simple_Lentigo_And_Lentiginous_Melanocytic_Nevus | Skin::Neoplastic::Melanocytic::Benign::Solar_Lentigo | Skin::Neoplastic::Melanocytic::Benign::Spitz_Nevus
YT_Skin_Melanoma_LeBoit,YT Skin Melanoma LeBoit,Skin,yt_skin_melanoma_leboit_v0_1,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Melanoma_LeBoit.mp4,Skin::Neoplastic::Melanocytic::Malignant::Melanoma_Acral_Lentiginous | Skin::Neoplastic::Melanocytic::Malignant::Melanoma_Desmoplastic
YT_Skin_Metabolic_and_Connective_Tissue_Junkins,YT Skin Metabolic and Connective Tissue Junkins,Skin,yt_skin_metabolic_and_connective_tissue_junkins_v0_1,9,10,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Metabolic_and_Connective_Tissue_Junkins.mp4,Skin::Depositional_Metabolic::Amyloidosis::Amyloidosis_Macular | Skin::Depositional_Metabolic::Amyloidosis::Amyloidosis_Nodular | Skin::Depositional_Metabolic::Pigment::Argyria | Skin::Inflammatory::Dermal_Sclerosing::Hypertrophic_Scar | Skin::Depositional_Metabolic::Monckebergs_Sclerosis | Skin::Inflammatory::Dermal_Sclerosing::Morphea_Localized_Scleroderma | Skin::Depositional_Metabolic::Mucinosis::Pretibial_Myxedema | Skin::Depositional_Metabolic::Reaction_to_Cosmetic_Fillers | Skin::Depositional_Metabolic::Mucinosis::Reticular_Erythematous_Mucinosis
YT_Skin_Papulosquamous_and_Spongiotic_Dermatitis_Ko,YT Skin Papulosquamous and Spongiotic Dermatitis Ko,Skin,yt_skin_papulosquamous_and_spongiotic_dermatitis_ko_v0_1,5,5,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Papulosquamous_and_Spongiotic_Dermatitis_Ko.mp4,Skin::Inflammatory::Psoriasiform::Biologic_induced_psoriasiform_dermatitis | Skin::Inflammatory::Spongiotic::Eosinophilic_Spongiosis | Skin::Inflammatory::Spongiotic::Nummular_Dermatitis | Skin::Inflammatory::Psoriasiform::Psoriasiform_Dermatitis_Overview | Skin::Inflammatory::Psoriasiform::Small_Plaque_Parapsoriasis
YT_Skin_Perforating_Fung,YT Skin Perforating Fung,Skin,yt_skin_perforating_fung_v0_1,3,6,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Perforating_Fung.mp4,Skin::Inflammatory::Degenerative::Chondrodermatitis_Nodularis_Helicis | Skin::Depositional_Metabolic::Elastosis_Perforans_Serpiginosa | Skin::Inflammatory::Dermal_Sclerosing::Sclerodermoid_Graft_Versus_Host_Disease
YT_Skin_Perivascular_Dermatitis_Fung,YT Skin Perivascular Dermatitis Fung,Skin,yt_skin_perivascular_dermatitis_fung_v0_1,6,6,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Perivascular_Dermatitis_Fung.mp4,Skin::Inflammatory::Drug_Eruption::Drug_Reaction_With_Eosinophilia_And_Systemic_Symptoms_DRESS | Skin::Inflammatory::Dermal_Sclerosing::Lichen_Sclerosus_et_Atrophicus | Skin::Inflammatory::Interface::Lupus_Erythematosus_Subacute_Cutaneous_SCLE | Skin::Inflammatory::Dermal_Sclerosing::Morphea_Localized_Scleroderma | Skin::Inflammatory::Perforating::Perforating_Dermatoses | Skin::Depositional_Metabolic::Mucinosis::Scleromyxedema
YT_Skin_Psoriasiform_Dermatitis_Fung,YT Skin Psoriasiform Dermatitis Fung,Skin,yt_skin_psoriasiform_dermatitis_fung_v0_1,8,8,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Psoriasiform_Dermatitis_Fung.mp4,Skin::Inflammatory::Spongiotic::Chronic_Spongiotic_Dermatitis_Lichen_Simplex | Skin::Congenital_Structural::Maturation_Keratinization::Granular_Parakeratosis | Skin::Inflammatory::Psoriasiform::Pityriasis_Rubra_Pilaris | Skin::Inflammatory::Psoriasiform::Psoriasiform_Dermatitis_Overview | Skin::Inflammatory::Psoriasiform::Psoriasis_Vulgaris_Plaque | Skin::Inflammatory::Reactive::Reactive_Epidermal_Hyperplasia | Skin::Inflammatory::Spongiotic::Spongiotic_Dermatitis_Eczema_Overview | Skin::Infectious::Bacterial::Syphilis_Secondary_Cutaneous
YT_Skin_Soft_Tissue_Fung,YT Skin Soft Tissue Fung,Skin,yt_skin_soft_tissue_fung_v0_1,6,7,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Soft_Tissue_Fung.mp4,Skin::Neoplastic::Soft_Tissue::Muscular::Cutaneous_Leiomyoma_Pilar | Skin::Neoplastic::Soft_Tissue::Neural::Granular_Cell_Tumor | Skin::Neoplastic::Soft_Tissue::Neural::Neurofibroma_Plexiform | Skin::Neoplastic::Soft_Tissue::Neural::Palisaded_Encapsulated_Neuroma | Skin::Neoplastic::Soft_Tissue::Neural::Post_Traumatic_Neuroma | Skin::Soft_Tissue::Adipocytic::Spindle_Cell_Pleomorphic_Lipoma
YT_Skin_Spongiotic_Dermatitis_Fung,YT Skin Spongiotic Dermatitis Fung,Skin,yt_skin_spongiotic_dermatitis_fung_v0_1,10,13,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Spongiotic_Dermatitis_Fung.mp4,Skin::Inflammatory::Spongiotic::Allergic_Contact_Dermatitis | Skin::Inflammatory::Spongiotic::Chronic_Spongiotic_Dermatitis_Lichen_Simplex | Skin::Inflammatory::Drug_Eruption::Drug_Reaction_With_Eosinophilia_And_Systemic_Symptoms_DRESS | Skin::Inflammatory::Spongiotic::Dyshidrotic_Eczema_Pompholyx | Skin::Inflammatory::Spongiotic::Eosinophilic_Spongiosis | Skin::Inflammatory::Spongiotic::Id_Reaction_Autoeczematization | Skin::Inflammatory::Spongiotic::Nummular_Dermatitis | Skin::Inflammatory::Spongiotic::Pityriasis_Rosea | Skin::Inflammatory::Spongiotic::Spongiotic_Dermatitis_Eczema_Overview | Skin::Inflammatory::Spongiotic::Stasis_Dermatitis
YT_Skin_T_Cell_Lymphoma_Cassarino,YT Skin T Cell Lymphoma Cassarino,Skin,yt_skin_t_cell_lymphoma_cassarino_v0_1,6,12,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_T_Cell_Lymphoma_Cassarino.mp4,Skin::Neoplastic::Hematolymphoid::Aggressive_Epidermotropic_CD8_Positive_T_Cell_Lymphoma | Skin::Neoplastic::Hematolymphoid::Cutaneous_Gamma_Delta_T_Cell_Lymphoma | Skin::Neoplastic::Hematolymphoid::Granulomatous_Slack_Skin | Skin::Neoplastic::Lymphoid::T_Cell::MF_Variant_Poikiloderma | Skin::Neoplastic::Hematolymphoid::Primary_Cutaneous_CD4_Positive_Small_Medium_T_Cell_Lymphoproliferative_Disorder | Skin::Neoplastic::Hematolymphoid::Subcutaneous_Panniculitis_Like_T_Cell_Lymphoma
YT_Skin_Vacuolar_and_Lichenoid_Interface_Dermatitis_Junkins,YT Skin Vacuolar and Lichenoid Interface Dermatitis Junkins,Skin,yt_skin_vacuolar_and_lichenoid_interface_dermatitis_junkins_v0_1,5,7,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Vacuolar_and_Lichenoid_Interface_Dermatitis_Junkins.mp4,Skin::Inflammatory::Drug_Eruption::Fixed_Drug_Eruption | Skin::Inflammatory::Interface::Interface_Dermatitis_Overview | Skin::Inflammatory::Drug_Eruption::Lichenoid_Drug_Eruption | Skin::Inflammatory::Interface::Lupus_Erythematosus_Subacute_Cutaneous_SCLE | Skin::Inflammatory::Interface::Lupus_Erythematosus_Tumid
YT_Skin_Vascular_Fung,YT Skin Vascular Fung,Skin,yt_skin_vascular_fung_v0_1,14,20,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Vascular_Fung.mp4,Skin::Depositional_Metabolic::Calcification::Calciphylaxis | Skin::Depositional_Metabolic::Embolic::Cholesterol_Emboli | Skin::Inflammatory::Vasculitis::Churg_Strauss_Syndrome_EGPA | Skin::Inflammatory::Panniculitis::Erythema_Induratum_Nodular_Vasculitis | Skin::Inflammatory::Vasculitis::Giant_Cell_Arteritis_Temporal | Skin::Inflammatory::Granulomatous::Granuloma_Faciale | Skin::Inflammatory::Vasculitis::Leukocytoclastic_Vasculitis_LCV | Skin::Inflammatory::Vasculitis::Lymphocytic_Vasculitis | Skin::Inflammatory::Vasculitis::Polyarteritis_Nodosa | Skin::Inflammatory::Neutrophilic::Pyoderma_Gangrenosum | Skin::Inflammatory::Vasculitis::Septic_Vasculitis | Skin::Inflammatory::Neutrophilic::Sweet_Syndrome | Skin::Inflammatory::Vasculitis::Thrombotic_Vasculopathy | Skin::Inflammatory::Vasculitis::Wegener_Granulomatosis_GPA
YT_Skin_Vasculitis_Johnson,YT Skin Vasculitis Johnson,Skin,yt_skin_vasculitis_johnson_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Vasculitis_Johnson.mp4,Skin::Inflammatory::Vasculitis::Leukocytoclastic_Vasculitis_LCV
YT_Skin_WHO_Classification_Scoyler,YT Skin WHO Classification Scoyler,Skin,yt_skin_who_classification_scoyler_v0_1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_WHO_Classification_Scoyler.mp4,Skin::Neoplastic::Soft_Tissue::Neural::Merkel_Cell_Carcinoma
Thoracic_Lecture_1_Lung_Non_Neoplastic1,Thoracic Lecture 1 Lung Non Neoplastic1,Thorax_Mediastinum,thoracic_lecture_1_lung_non_neoplastic1_v0_1,6,14,https://storage.googleapis.com/pathology-hub-0/source_videos/Thoracic_Lecture_1_Lung_Non_Neoplastic1.mp4,Thorax_Mediastinum::Lung::Inflammatory::Airways::Bronchiolitis_Obliterans_Organizing_Pneumonia_BOOP | Thorax_Mediastinum::Lung::Inflammatory::Airspace::Diffuse_Alveolar_Damage | Thorax_Mediastinum::Lung::Inflammatory::Eosinophilic::Eosinophilic_Pneumonia | Thorax_Mediastinum::Lung::Inflammatory::Vasculitis::Granulomatosis_with_Polyangiitis_GPA | Thorax_Mediastinum::Lung::Inflammatory::Immune::Hypersensitivity_Pneumonitis | Thorax_Mediastinum::Lung::Inflammatory::Granulomatous::Sarcoidosis
